time_ms,rms
132,0.25
265,0.53
398,0.7
531,0.8
664,0.94
797,1.0
929,1.13
1062,1.19
1196,1.33
1329,1.34
1462,1.42
1595,1.37
1728,1.37
1861,1.33
1994,1.35
2127,1.42
2260,1.44
2394,1.54
2527,1.53
2660,1.51
2793,1.44
2926,1.44
3059,1.39
3192,1.41
3325,1.38
3459,1.4
3592,1.44
3725,1.43
3857,1.48
3990,1.43
4123,1.47
4256,1.5
4389,1.47
4523,1.46
4656,1.49
4789,1.42
4922,1.45
5055,1.45
5188,1.43
5321,1.52
5454,1.51
5587,1.54
5721,1.49
5854,1.55
5987,1.66
6120,1.59
6253,1.62
6386,1.68
6519,1.65
6652,1.59
6786,1.64
6919,1.69
7052,1.65
7185,1.63
7318,1.71
7451,1.74
7584,1.66
7717,1.58
7851,1.57
7984,1.6
8116,1.6
8249,1.66
8382,1.65
8515,1.58
8648,1.59
8781,1.55
8914,1.51
9048,1.58
9181,1.65
9314,1.72
9447,1.71
9580,1.72
9713,1.69
9846,1.59
9979,1.66
10113,1.66
10246,1.57
10379,1.56
10512,1.54
10645,1.61
10778,1.67
10911,1.62
11044,2.9
11179,6.43
11312,6.99
11445,6.19
11578,5.14
11711,4.36
11844,4.04
11977,3.64
12110,3.61
12243,3.29
12377,3.08
12510,2.81
12643,2.6
12776,2.43
12910,2.47
13043,2.27
13176,2.09
13309,2.16
13443,2.08
13576,1.97
13709,1.96
13842,1.9
13975,1.91
14108,2.09
14241,2.25
14374,2.16
14508,2.6
14641,2.49
14774,2.19
14907,2.15
15040,2.15
15174,2.12
15307,1.98
15440,1.95
15574,1.86
15707,1.83
15840,1.87
15973,1.89
16106,1.76
16239,1.69
16372,1.73
16505,1.93
16638,1.74
16772,1.71
16906,1.77
17039,1.73
17171,1.49
17305,1.66
17438,1.72
17571,1.85
17704,1.67
17838,1.7
17971,1.64
18104,1.63
18237,1.7
18370,1.83
18503,1.99
18636,1.84
18769,1.99
18903,2.04
19036,1.79
19169,1.89
19302,1.77
19435,1.71
19568,1.7
19701,1.72
19834,1.63
19968,1.67
20101,1.67
20234,1.68
20367,1.6
20500,1.48
20633,1.66
20766,1.61
20899,1.7
21033,1.63
21167,1.7
21300,1.7
21433,1.73
21566,1.75
21699,1.7
21832,1.79
21965,1.86
22098,1.73
22232,1.67
22365,1.69
22498,1.73
22631,1.7
22764,1.66
22897,1.57
23030,1.59
23164,1.97
23298,1.89
23431,1.82
23564,1.79
23697,1.79
23830,1.77
23963,1.68
24096,1.73
24229,1.7
24363,1.65
24496,1.63
24629,1.68
24762,1.64
24895,1.58
25028,1.56
25161,1.54
25294,1.45
25427,1.36
25561,1.34
25694,1.29
25827,1.32
25960,1.4
26093,1.36
26226,1.37
26359,1.42
26492,1.41
26626,1.39
26759,1.34
26892,1.34
27025,1.33
27158,1.37
27291,1.47
27424,1.4
27557,1.42
27691,1.38
27824,1.35
27957,1.41
28090,1.44
28223,1.4
28356,1.46
28489,1.47
28622,1.54
28755,1.48
28889,1.49
29022,1.49
29155,1.47
29288,1.51
29421,1.57
29554,1.48
29688,1.57
29821,1.52
29955,1.54
30088,1.48
30221,1.42
30354,1.51
30487,1.49
30620,1.54
30753,1.62
30886,1.58
31020,1.5
31153,1.46
31286,1.49
31419,1.49
31552,1.5
31685,1.48
31818,1.52
31951,1.66
32084,1.54
32218,1.59
32351,1.55
32484,1.5
32617,1.52
32750,1.58
32883,1.61
33016,1.6
33149,1.55
33283,1.48
33416,1.44
33549,1.54
33682,1.57
33815,1.57
33947,1.58
34080,1.54
34213,1.49
34347,1.54
34480,1.52
34613,1.49
34746,1.52
34879,1.47
35012,1.43
35145,1.37
35278,1.35
35411,1.37
35545,1.38
35678,1.39
35811,1.47
35944,1.42
36077,1.42
36210,1.41
36343,1.46
36476,1.44
36610,1.43
36743,1.42
36876,1.4
37009,1.46
37142,1.45
37275,1.47
37408,1.45
37541,1.41
37675,1.39
37808,1.39
37941,1.45
38074,1.53
38207,1.45
38340,1.46
38473,1.44
38606,1.43
38739,1.43
38873,1.45
39006,1.54
39139,1.56
39272,1.47
39405,1.52
39538,1.49
39671,1.43
39804,1.53
39938,1.55
