time_ms,rms
132,0.38
315,0.74
498,1.01
680,1.1
864,1.18
1047,1.38
1229,1.4
1413,1.43
1596,1.58
1779,1.61
1963,1.7
2145,1.74
2328,1.66
2511,1.71
2695,1.68
2877,1.69
3060,1.58
3244,1.64
3427,1.53
3610,1.66
3792,1.63
3976,1.67
4159,1.61
4342,1.6
4526,1.59
4708,1.61
4891,1.6
5074,1.59
5257,1.63
5440,1.59
5623,1.67
5807,1.66
5989,1.62
6172,1.56
6355,1.54
6539,1.57
6721,1.62
6904,1.68
7088,1.75
7271,1.68
7454,1.75
7636,1.78
7820,1.77
8003,1.77
8186,1.72
8369,1.72
8552,1.71
8735,1.71
8918,1.76
9101,1.77
9284,1.77
9467,1.67
9650,1.56
9833,1.61
10016,1.63
10200,1.59
10383,1.64
10565,1.63
10748,1.59
10932,1.58
11115,1.61
11298,1.68
11482,1.74
11664,1.75
11847,1.66
12030,1.62
12214,1.62
12397,1.63
12579,1.65
12763,1.68
12946,1.71
13129,1.71
13313,1.74
13496,1.67
13679,1.63
13861,1.67
14045,1.73
14228,1.73
14411,1.64
14595,1.72
14777,1.73
14960,1.74
15143,1.68
15327,1.62
15510,1.62
15692,1.58
15876,1.55
16059,1.62
16242,1.6
16425,1.55
16608,1.58
16791,1.59
16974,1.68
17158,1.72
17341,1.72
17523,1.71
17707,1.68
17890,1.65
18073,1.67
18256,1.76
