time_ms,rms
132,0.27
315,0.49
497,0.71
680,0.83
864,0.95
1047,1.04
1229,1.14
1413,1.21
1596,1.32
1779,1.36
1961,1.33
2145,1.33
2328,1.3
2511,1.32
2694,1.39
2877,1.32
3060,1.36
3243,1.32
3426,1.32
3609,1.33
3792,1.32
3975,1.33
4158,1.32
4341,1.28
4525,1.3
4707,1.31
4890,1.33
5073,1.33
5257,1.4
5439,1.36
5622,1.28
5806,1.28
5989,1.33
6171,1.33
6354,1.41
6538,1.45
6721,1.44
6903,1.4
7087,1.47
7270,1.49
7453,1.46
7636,1.47
7819,1.48
8002,1.56
8185,1.55
8369,1.47
8551,1.44
8734,1.43
8918,1.47
9101,1.44
9283,1.42
9466,1.46
9650,1.42
9833,1.44
10015,1.52
10199,1.58
10382,1.54
10565,1.52
10747,1.55
10931,1.49
11114,1.56
11297,1.53
11481,1.42
11663,1.46
11846,1.45
12029,1.38
12213,1.48
12396,1.41
12579,1.36
12762,1.34
12945,1.34
13128,1.27
13312,1.35
13495,1.26
13677,1.26
13860,1.3
14044,1.36
14227,1.35
14410,1.35
14593,1.33
14776,1.35
14959,1.35
15142,1.41
15326,1.37
15508,1.38
15691,1.35
15875,1.39
16058,1.39
16241,1.39
16423,1.44
16607,1.44
16790,1.48
16973,1.47
17156,1.47
17339,1.44
17522,1.4
17705,1.41
17889,1.41
18071,1.42
18254,1.39
18438,1.41
18621,1.34
18804,1.37
18987,1.33
19170,1.35
19353,1.52
19536,1.51
19720,1.39
19902,1.37
20085,1.34
20269,1.29
20452,1.32
20634,1.34
20817,1.45
21001,1.49
21184,1.53
21367,1.5
21550,1.44
21733,1.37
21916,1.36
22099,1.32
22283,1.34
22465,1.35
22648,1.33
22832,1.35
23015,1.33
23198,1.41
23382,1.39
23564,1.38
23747,1.5
23930,1.41
24114,1.37
24296,1.36
24479,1.38
24663,1.4
24846,1.51
25029,1.49
25211,1.4
25395,1.33
25578,1.43
25761,1.36
25944,1.41
26127,1.4
26310,1.46
26493,1.41
26677,1.43
26859,1.38
27042,1.35
27226,1.37
27409,1.41
27592,1.41
27774,1.44
27958,1.41
28141,1.47
28324,1.42
28508,1.48
28691,1.43
28873,1.42
29057,1.42
29240,1.42
29423,1.43
29606,1.52
29790,1.51
29972,1.43
30155,1.41
30339,1.36
30522,1.38
30704,1.46
30887,1.42
31071,1.38
31254,1.47
31437,1.43
31620,1.37
31803,1.33
31986,1.42
32169,1.4
32352,1.35
32535,1.35
32718,1.34
32902,1.34
33085,1.31
33268,1.3
33451,1.28
33634,1.32
33817,1.36
34000,1.32
34184,1.38
34367,1.48
34549,1.48
34733,1.45
34916,1.48
35099,1.46
35282,1.45
35465,1.44
35648,1.43
35831,1.4
36015,1.43
36198,1.43
36380,1.36
36563,1.44
36747,1.56
36930,1.48
37112,1.46
37296,1.41
37479,1.41
37662,1.48
37846,1.45
38028,1.48
38211,1.51
38394,1.49
38578,1.46
38760,1.56
38943,1.47
39127,1.46
39310,1.59
39493,1.53
39676,1.51
39859,1.51
40042,1.44
40225,1.51
40409,1.51
40592,1.51
40775,1.45
40957,1.43
41141,1.45
41324,1.53
41507,1.59
41690,1.53
41873,1.51
42056,1.42
42240,1.44
42423,1.5
42606,1.5
42788,1.51
42972,1.54
43155,1.54
43338,1.46
43521,1.46
43704,1.41
43887,1.55
44070,1.63
44254,1.57
44437,1.5
44619,1.56
44803,1.49
44986,1.48
45169,1.44
45352,1.47
45535,1.48
45718,1.39
45901,1.31
46085,1.27
46267,1.32
46450,1.3
46633,1.36
46817,1.31
47000,1.39
47182,1.41
47366,1.51
47549,1.47
47732,1.38
47916,1.36
48099,1.35
48281,1.36
48464,1.37
48648,1.44
48831,1.46
49014,1.44
49197,1.39
49380,1.38
49563,1.38
49746,1.4
49930,1.42
50112,1.41
50295,1.42
50479,1.41
50662,1.5
50845,1.5
51027,1.47
51211,1.42
51394,1.38
51577,1.3
51760,1.23
51943,1.32
52126,1.38
52310,1.37
52493,1.37
52675,1.35
52858,1.4
53042,1.43
53225,1.36
53407,1.35
53591,1.43
53774,1.44
53957,1.48
54139,1.41
54323,1.44
54506,1.49
54689,1.54
54873,1.54
55055,1.58
55238,1.57
55421,1.49
55605,1.42
55788,1.41
55970,1.45
56154,1.45
56337,1.49
56520,1.45
56704,1.4
56886,1.43
57069,1.44
57252,1.45
57436,1.37
57619,1.42
57801,1.43
57985,1.37
58168,1.38
58351,1.39
58534,1.48
58717,1.46
58900,1.4
59083,1.47
59267,1.41
59450,1.39
59632,1.36
59815,1.38
59999,1.4
60182,1.43
60365,1.3
60548,1.34
60731,1.44
60914,1.34
61097,1.37
61281,1.35
61464,1.37
61646,1.39
61830,1.38
62013,1.35
62196,1.36
62380,1.38
62563,1.36
62745,1.38
62928,1.41
63112,1.42
63295,1.47
63478,1.46
63661,1.42
63844,1.37
64027,1.48
64210,1.49
64394,1.49
64577,1.41
64759,1.42
64943,1.49
65126,1.45
65309,1.55
65492,1.53
65675,1.52
65858,1.4
66041,1.41
66225,1.39
66408,1.34
66590,1.34
66774,1.36
66957,1.44
67140,1.42
67323,1.35
67507,1.36
67689,1.35
67872,1.36
68056,1.35
68239,1.33
68422,1.36
68604,1.41
68788,1.35
68971,1.34
69154,1.38
69338,1.36
69520,1.4
69703,1.43
69886,1.42
70070,1.46
70252,1.49
70435,1.46
70619,1.57
70802,1.57
70985,1.51
71169,1.46
71351,1.44
71534,1.41
71717,1.38
71901,1.45
72084,1.44
72266,1.44
72450,1.37
72633,1.45
72816,1.41
72998,1.48
73182,1.46
73365,1.48
73548,1.49
73732,1.53
73914,1.51
74097,1.44
74280,1.42
74464,1.39
74647,1.34
74829,1.37
75013,1.31
75196,1.35
75379,1.38
75563,1.35
75745,1.35
75928,1.47
76111,1.46
76295,1.4
76478,1.39
76661,1.45
76844,1.47
77027,1.49
77210,1.46
77393,1.43
77577,1.4
77759,1.37
77942,1.41
78126,1.41
78309,1.46
78492,1.42
78674,1.41
78858,1.36
79041,1.41
79224,1.41
79408,1.44
79591,1.41
79773,1.4
79956,1.4
80140,1.36
80323,1.34
80506,1.35
80689,1.34
80872,1.3
81055,1.37
81239,1.35
81422,1.39
81605,1.35
81787,1.35
81971,1.41
82154,1.43
82337,1.43
82521,1.53
82704,1.5
82886,1.55
83069,1.65
83253,1.55
83436,1.47
83619,1.42
83802,1.42
83985,1.45
84168,1.43
84352,1.42
84535,1.4
84717,1.48
84900,1.44
85084,1.41
85267,1.46
85449,1.36
85633,1.33
85816,1.39
85999,1.41
86182,1.33
86366,1.39
86548,1.35
86731,1.38
86915,1.42
87098,1.42
87281,1.43
87463,1.48
87647,1.54
87830,1.49
88013,1.48
88196,1.45
88379,1.49
88562,1.44
88745,1.47
88929,1.5
89111,1.42
89294,1.42
89478,1.39
89661,1.43
89844,1.42
90027,1.4
90210,1.43
90393,1.37
90576,1.33
90760,1.35
90943,1.47
91125,1.43
91309,1.43
91492,1.51
