pc_timestamp,sample_index,raw_value
1100732,0,3889
1101732,1,2159
1102732,2,1692
1103728,3,-222
1104728,4,1437
1105728,5,3380
1106732,6,5619
1107728,7,7959
1108728,8,7981
1109732,9,5704
1110732,10,2678
1111728,11,853
1112732,12,3497
1113732,13,2926
1114728,14,2877
1115732,15,4028
1116728,16,7379
1117728,17,7791
1118732,18,6808
1119732,19,46
1120732,20,-3389
1121728,21,-87
1122728,22,6827
1123728,23,10463
1124728,24,12168
1125732,25,9725
1126732,26,5267
1127728,27,-405
1128728,28,-3900
1129732,29,-4432
1130728,30,-158
1131728,31,4895
1132732,32,9294
1133728,33,10499
1134728,34,9241
1135728,35,7860
1136728,36,3484
1137732,37,-89
1138728,38,-1514
1139728,39,-1313
1140728,40,2127
1141732,41,4397
1142728,42,7394
1143728,43,10058
1144728,44,10615
1145728,45,6203
1146728,46,301
1147732,47,-2458
1148728,48,-111
1149732,49,3292
1150728,50,8176
1151732,51,9734
1152728,52,5157
1153728,53,-1905
1154732,54,-850
1155732,55,6666
1156732,56,10072
1157728,57,9412
1158732,58,6779
1159728,59,3127
1160732,60,459
1161732,61,-128
1162732,62,-243
1163728,63,1572
1164728,64,3189
1165728,65,6104
1166728,66,7584
1167728,67,7173
1168732,68,3896
1169728,69,4329
1170732,70,5391
1171728,71,3590
1172728,72,2300
1173732,73,3018
1174732,74,5823
1175728,75,5391
1176732,76,5742
1177732,77,3405
1178728,78,3465
1179732,79,2841
1180728,80,4191
1181728,81,3526
1182732,82,3281
1183728,83,4823
1184728,84,5480
1185732,85,4874
1186728,86,4252
1187732,87,3887
1188728,88,3540
1189728,89,1348
1190732,90,734
1191728,91,4788
1192732,92,7474
1193732,93,8957
1194732,94,5632
1195728,95,3770
1196728,96,2584
1197732,97,2921
1198728,98,4176
1199732,99,5307
1200732,100,2607
1201728,101,2762
1202732,102,1716
1203732,103,269
1204732,104,2339
1205728,105,6091
1206728,106,9699
1207732,107,9811
1208732,108,7531
1209732,109,3954
1210728,110,2052
1211728,111,-939
1212732,112,1755
1213728,113,4938
1214728,114,6579
1215732,115,7530
1216732,116,6231
1217732,117,4777
1218732,118,1910
1219728,119,776
1220732,120,-1622
1221728,121,951
1222728,122,4418
1223728,123,6469
1224732,124,9555
1225736,125,10974
1226728,126,7117
1227732,127,2450
1228728,128,375
