time_ms,rms
132,1.35
265,2.87
398,4.06
531,4.72
664,4.71
797,5.29
930,5.89
1063,6.68
1197,6.7
1330,7.55
1463,7.39
1597,7.74
1730,8.03
1863,7.92
1996,8.12
2129,7.93
2263,8.2
2396,7.82
2529,7.42
2662,7.3
2795,7.72
2928,7.56
3061,7.64
3194,7.62
3328,7.58
3461,7.9
3594,8.7
3727,8.75
3860,8.16
3993,8.09
4126,8.31
4259,8.62
4392,8.61
4527,8.7
4660,9.08
4793,9.23
4926,9.14
5059,8.89
5192,8.9
5325,8.62
5458,7.98
5592,7.95
5725,8.73
5858,8.62
5991,8.51
6124,8.07
6257,8.03
6390,8.81
6524,8.69
6658,8.4
6791,7.92
6924,7.93
7057,8.11
7190,8.34
7323,8.15
7456,8.05
7589,8.23
7723,7.96
7856,8.03
7989,7.69
8122,7.43
8255,7.67
8388,7.36
8521,6.92
8655,7.53
8788,7.75
8922,7.83
9055,7.59
9188,7.9
9321,7.96
9454,8.09
9587,8.02
9720,8.07
9853,8.59
9987,8.4
10120,8.66
10253,8.66
10387,8.89
10520,9.76
10653,9.33
10786,8.98
10919,8.77
11053,8.7
11186,8.88
11319,8.11
11452,8.59
11585,8.85
11719,8.52
11852,8.62
11985,8.52
12119,7.97
12252,8.37
12385,8.84
12518,8.69
12651,8.5
12784,8.42
12917,8.19
13051,8.51
13185,8.78
13318,8.5
13451,8.24
13584,8.03
13717,8.36
13850,8.48
13983,8.99
14117,8.4
14251,7.93
14384,8.04
14517,8.06
14650,8.21
14783,7.8
14916,7.74
15049,8.01
15182,8.76
15316,8.93
15450,9.31
15583,9.48
15716,8.97
15849,9.0
15982,8.28
16115,8.25
16248,7.91
16381,8.0
16515,7.94
16648,7.56
16781,7.81
16915,7.55
17048,7.24
17181,8.23
17314,8.06
17447,8.31
17581,7.99
17714,7.76
17847,7.94
17980,7.66
18114,7.6
18247,7.3
18380,7.79
18513,8.25
18647,7.97
18780,7.92
18913,7.45
19046,7.27
19179,7.36
19312,7.47
19446,7.88
19579,8.31
19713,8.53
19846,8.59
19979,8.27
20112,8.35
20245,8.38
20378,7.96
20511,8.46
20644,8.93
20779,8.95
20912,8.49
21045,8.79
21178,8.73
21311,8.8
21444,8.95
21577,8.54
21710,8.16
21843,8.1
21977,8.35
22111,8.02
22244,8.39
22377,9.16
22510,8.54
22643,8.4
22776,8.12
22909,7.59
23043,7.3
23177,6.95
23310,6.78
23443,7.17
23576,7.81
23709,7.81
23842,7.84
23975,7.64
24109,7.83
24242,8.03
24375,8.01
24508,7.85
24642,7.96
24775,8.47
24908,8.37
25041,8.16
25175,8.74
25308,8.74
25441,8.37
25574,8.72
25708,8.39
25841,8.89
25974,8.78
26107,8.32
26241,8.42
26374,8.01
26507,8.06
26640,8.51
26773,8.43
26907,8.3
27040,7.9
27173,7.69
27307,8.17
27440,7.96
27573,8.17
27706,7.99
27839,7.79
27972,8.27
28106,8.91
28239,8.57
28372,8.33
28506,8.36
28639,8.02
28772,7.74
28905,7.87
29039,7.76
29172,7.44
29305,7.12
29438,7.18
29572,7.47
29705,7.33
29838,7.44
29971,7.76
30104,7.48
30237,7.17
30370,7.35
30503,7.78
30638,7.84
30771,8.26
30904,8.1
31037,7.97
31170,8.32
31303,8.23
31436,8.4
31569,8.15
31703,8.01
31837,7.69
31970,7.45
32103,7.52
32236,8.13
32369,8.35
32502,8.64
32635,8.01
32769,7.58
32902,7.41
33035,7.71
33168,8.15
33301,7.71
33434,7.99
33567,8.02
33701,9.04
33835,9.08
33968,9.03
34101,9.19
34234,8.95
34367,8.43
34500,8.51
34633,8.03
34766,8.07
34899,8.47
35033,7.9
35167,7.69
35300,7.42
35433,7.03
35566,7.25
35699,7.08
35832,7.12
35965,7.96
36099,7.95
36232,7.92
36366,7.96
36499,7.95
36632,7.91
36765,7.51
36898,7.96
37031,7.92
37165,8.3
37298,7.55
37431,8.13
37565,8.01
37698,8.3
37831,8.23
37964,7.93
38097,7.91
38231,8.42
38364,8.46
38498,8.22
38631,8.47
38764,8.59
38897,8.43
39030,8.35
39163,8.01
39297,8.25
39430,8.34
39563,8.23
39697,8.45
39830,8.9
39963,9.04
