time_ms,rms
132,0.41
265,0.67
398,0.96
531,1.19
664,1.38
796,1.39
929,1.39
1062,1.51
1196,1.46
1329,1.54
1462,1.47
1595,1.54
1728,1.64
1861,1.68
1994,1.76
2127,1.71
2260,1.69
2394,1.72
2527,1.78
2660,1.77
2793,1.91
2926,1.89
3059,1.91
3192,1.88
3325,1.84
3459,1.79
3592,1.77
3725,1.7
3858,1.7
3991,1.69
4124,1.78
4257,1.83
4390,1.92
4524,1.88
4656,1.87
4789,1.88
4922,1.91
5055,1.85
5188,1.85
5321,1.86
5454,1.77
5587,1.74
5721,1.74
5854,1.67
5987,1.72
6120,1.77
6253,1.67
6386,1.68
6519,1.63
6652,1.75
6786,1.74
6918,1.74
7052,1.8
7184,1.82
7317,1.82
7450,1.85
7583,1.72
7716,1.92
7849,1.9
7983,1.79
8116,1.75
8249,1.73
8382,1.73
8515,1.8
8648,1.77
8781,1.65
8914,1.72
9048,1.69
9181,1.7
9314,1.72
9447,1.77
9580,1.81
9713,1.73
9845,1.77
9979,1.85
10112,1.81
10245,1.75
10378,1.72
10511,1.76
10644,1.83
10777,1.83
10911,1.87
11044,1.84
11177,1.78
11311,1.85
11444,1.87
11577,1.91
11709,1.86
11842,1.89
11975,1.91
12108,1.85
12241,1.82
12375,1.8
12508,1.83
12641,1.84
12774,1.69
12907,1.67
13040,1.59
13173,1.64
13306,1.76
13440,1.8
13573,1.88
13706,1.8
13839,1.77
13972,1.69
14105,1.64
14238,1.49
14371,1.59
14504,1.59
14638,1.58
14771,1.52
14904,1.62
15037,1.56
15170,1.55
15303,1.62
15436,1.56
15569,1.54
15703,1.63
15836,1.67
15969,1.69
16102,1.69
16235,1.71
16368,1.77
16501,1.75
16634,1.7
16768,1.76
16901,1.71
17034,1.76
17167,1.7
17300,1.73
17434,1.83
17566,1.77
17699,1.67
17832,1.75
17966,1.78
18099,1.73
18233,1.81
18366,1.92
18498,1.91
18631,1.86
18764,1.95
18897,1.96
19031,1.91
19164,1.95
19297,1.91
19430,1.85
19563,1.81
19696,1.83
19829,1.77
19962,1.74
20096,1.74
20229,1.72
20362,1.65
20495,1.66
20628,1.64
20761,1.69
20894,1.77
21027,1.77
21160,1.85
21294,1.86
21427,1.77
21560,1.72
21693,1.77
21826,1.71
21959,1.69
22092,1.62
22225,1.54
22359,1.74
22492,1.74
22625,1.78
22758,1.72
22891,1.71
23024,1.71
23157,1.69
23290,1.7
23424,1.69
23557,1.69
23690,1.67
23823,1.69
23956,1.79
24089,1.75
24222,1.74
24355,1.79
24488,1.8
24622,1.8
24755,1.87
24888,1.82
25021,1.83
25154,1.92
25287,1.87
25420,1.83
25553,1.78
25687,1.82
25820,1.85
25953,1.84
26086,1.78
26219,1.79
26352,1.82
26485,1.79
26618,1.79
26752,1.79
26885,1.79
27018,1.73
27152,1.8
27284,1.8
27418,1.81
27551,1.81
27684,1.8
27817,1.87
27951,1.8
28084,1.77
28216,1.75
28349,1.81
28482,1.79
28615,1.78
28748,1.85
28881,1.78
29015,1.8
29148,1.73
29282,1.79
29415,1.89
29548,1.83
29681,1.82
29813,1.73
29946,1.68
30081,1.7
30214,1.75
30346,1.7
30479,1.64
30612,1.69
30745,1.69
30878,1.65
31011,1.66
31144,1.65
31278,1.67
31411,1.81
31544,1.86
31677,1.87
31810,1.85
31943,1.85
32076,1.85
32209,1.76
32343,1.79
32476,1.85
32609,1.95
32742,1.9
32875,1.93
33008,1.89
33141,1.83
33274,1.9
33408,1.92
33541,1.84
33674,1.76
33807,1.73
33940,1.71
34073,1.69
34206,1.62
34339,1.62
34472,1.67
34606,1.52
34739,1.55
34872,1.59
35005,1.57
35138,1.67
35271,1.68
35404,1.67
35537,1.65
35671,1.7
35805,1.73
35938,1.78
36071,1.83
36204,1.78
36337,1.68
36469,1.65
36603,1.7
36737,1.69
36870,1.68
37003,1.63
37136,1.69
37269,1.6
37402,1.61
37535,1.62
37668,1.54
37801,1.61
37935,1.68
38068,1.74
38201,1.69
38334,1.69
38467,1.69
38600,1.67
38733,1.65
38866,1.72
39000,1.75
39132,1.83
39265,1.82
39398,1.86
39531,1.76
39664,1.75
39797,1.78
39930,1.76
