time_ms,rms
132,1.42
265,2.68
398,4.2
531,4.49
664,4.88
797,5.29
930,5.88
1063,6.44
1197,6.34
1330,6.75
1463,6.92
1596,7.57
1729,8.03
1862,7.83
1995,7.71
2128,8.43
2262,8.59
2395,9.64
2528,9.45
2661,8.71
2794,8.08
2927,7.78
3060,7.49
3193,7.43
3326,7.23
3460,7.32
3594,7.44
3727,7.96
3860,8.24
3993,7.99
4126,7.72
4259,8.31
4392,8.86
4526,8.88
4659,8.38
4792,8.75
4925,8.77
5058,8.69
5191,8.6
5324,8.23
5457,8.27
5591,8.53
5724,8.25
5857,8.34
5990,7.95
6123,7.98
6256,8.07
6389,7.83
6522,7.77
6656,7.79
6789,7.32
6922,7.9
7055,7.85
7188,7.78
7322,8.27
7455,8.47
7588,8.72
7721,8.37
7855,7.66
7988,8.24
8121,8.06
8254,8.08
8387,8.34
8520,8.04
8653,7.5
8786,7.73
8920,7.71
9053,7.38
9186,7.87
9319,8.0
9452,7.72
9585,7.76
9718,8.09
9851,7.54
9985,7.37
10118,7.45
10251,7.57
10384,7.9
10518,7.82
10651,8.86
10784,8.38
10917,8.24
11051,8.19
11184,7.97
11317,7.66
11450,7.21
11583,7.23
11716,7.37
11849,7.74
11982,7.79
12115,7.83
12249,8.02
12383,8.2
12516,8.2
12649,8.15
12782,8.27
12915,8.96
13048,8.88
13181,8.49
13315,8.7
13448,8.5
13581,8.63
13714,8.42
13847,7.94
13980,7.99
14114,7.5
14247,7.53
14381,8.3
14514,7.95
14647,8.01
14780,8.03
14913,8.28
15046,8.52
15179,8.25
15312,7.83
15446,8.24
15579,7.72
15712,7.85
15845,8.66
15978,8.76
16112,9.7
16245,9.71
16378,9.47
16512,8.88
16645,8.81
16778,8.77
16911,9.57
17044,9.68
17177,8.81
17311,8.54
17444,8.83
17577,8.86
17711,8.99
17844,8.57
17977,8.53
18110,8.59
18243,9.1
18376,8.91
18509,8.55
18642,8.91
18776,8.53
18909,8.12
19043,7.74
19176,7.64
19309,7.65
19442,8.02
19575,8.08
19708,8.43
19842,8.41
19975,8.7
20108,8.39
20241,8.98
20374,8.86
20507,9.21
20640,9.0
20773,8.56
20907,8.35
21040,8.16
21173,7.98
21307,8.15
21440,8.13
21573,8.26
21706,7.83
21839,8.1
21972,7.98
22106,8.53
22239,8.04
22372,8.63
22505,8.81
22639,8.65
22772,9.09
22905,8.68
23038,8.68
23172,8.13
23305,8.37
23438,8.89
23571,8.61
23704,8.43
23837,8.46
23970,8.27
24103,8.77
24237,9.05
24370,8.85
24504,8.88
24637,8.79
24770,8.67
24903,8.79
25036,9.13
25169,9.47
25303,9.27
25436,9.32
25569,9.76
25702,9.5
25835,8.97
25968,8.34
26101,8.66
26234,8.68
26369,9.18
26502,8.63
26635,9.03
26768,9.51
26901,9.1
27034,8.9
27167,8.91
27300,8.83
27433,8.33
27567,8.15
27701,8.04
27834,7.75
27967,8.52
28100,8.84
28233,8.65
28366,8.57
28499,8.2
28633,8.71
28766,8.96
28899,9.16
29032,9.22
29165,9.27
29298,8.49
29431,8.27
29565,8.08
29699,8.09
29832,7.85
29965,7.75
30098,8.31
30231,8.55
30364,7.96
30497,7.85
30630,8.12
30764,7.94
30897,7.61
31030,8.48
31163,8.0
31297,8.08
31430,7.85
31563,7.79
31696,8.24
31830,7.92
31963,7.8
32096,7.85
32229,8.26
32362,8.63
32495,8.72
32628,8.59
32762,8.28
32896,7.99
33029,8.58
33162,8.46
33295,8.53
33428,8.02
33561,7.95
33694,7.71
33827,7.46
33960,7.75
34094,8.17
34227,7.96
34361,8.13
34494,8.07
34627,8.88
34760,9.15
34893,9.29
35026,8.63
35160,9.44
35293,9.02
35426,8.89
35559,9.06
35692,8.11
35825,8.19
35959,8.33
36092,8.37
36226,8.39
36359,8.3
36492,8.8
36625,8.77
36758,8.56
36891,8.14
37024,7.94
37157,8.1
37291,8.0
37425,8.06
37558,8.15
37691,8.03
37824,8.0
37957,7.75
38090,7.54
38223,7.69
38356,8.27
38490,8.31
38623,8.73
38757,8.43
38890,8.33
39023,8.82
39156,8.31
39289,8.64
39422,8.63
39556,8.4
39689,8.44
39822,8.79
39955,8.61
