time_ms,rms
515,0.17
1031,0.32
1547,0.44
2063,0.57
2579,0.67
3095,0.78
3611,0.84
4127,0.92
4643,0.99
5159,1.06
5676,1.1
6192,1.14
6708,1.17
7224,1.23
7740,1.27
8256,1.31
8772,1.35
9288,1.38
9804,1.4
10320,1.41
10836,1.45
11353,1.46
11869,1.49
12385,1.52
12901,1.5
13417,1.51
13933,1.53
14449,1.53
14965,1.55
15481,1.57
15997,1.56
16514,1.57
17030,1.59
17547,1.58
18063,1.57
18579,1.57
19095,1.6
19611,1.6
20127,1.6
20643,1.6
21159,1.61
21676,1.62
22192,1.6
22708,1.59
23224,1.6
23740,1.6
24256,1.62
24772,1.62
25288,1.66
25804,1.66
26320,1.65
26836,1.64
27353,1.63
27869,1.64
28386,1.64
28902,1.64
29418,1.66
29934,1.65
30450,1.64
30966,1.63
31482,1.62
31998,1.62
32515,1.61
33031,1.62
33547,1.61
34063,1.62
34579,1.63
35095,1.64
35611,1.67
36127,1.66
36643,1.67
37159,1.67
37676,1.67
38192,1.66
38708,1.66
39224,1.66
39740,1.66
40256,1.66
40772,1.65
41288,1.65
41804,1.63
42320,1.66
42836,1.65
43353,1.65
43870,1.65
44386,1.65
44902,1.65
45418,1.69
45934,1.69
46450,1.69
46966,1.69
47482,1.69
47998,1.68
48515,1.68
49031,1.68
49547,1.67
50063,1.67
50579,1.66
51095,1.67
51611,1.67
52127,1.65
52643,1.65
53159,1.66
53676,1.67
54192,1.68
54708,1.67
55224,1.65
55740,1.66
56256,1.67
56773,1.66
57289,1.65
57805,1.65
58321,1.65
58838,1.66
59354,1.66
59870,1.65
60386,1.66
60902,1.66
61418,1.65
61934,1.67
62450,1.65
62966,1.65
63482,1.66
63998,1.65
64515,1.67
65031,1.66
65547,1.65
66063,1.65
66579,1.66
67095,1.64
67611,1.64
68127,1.62
68643,1.62
69159,1.62
69676,1.62
70192,1.63
70708,1.65
71224,1.66
71740,1.65
72256,1.65
72773,1.66
73289,1.65
73805,1.65
74321,1.64
74838,1.63
75354,1.63
75870,1.64
76386,1.65
76902,1.63
77418,1.63
77934,1.64
78450,1.65
78966,1.64
79482,1.64
79998,1.65
80515,1.64
81031,1.63
81547,1.62
82063,1.62
82579,1.62
83096,1.61
83612,1.63
84128,1.63
84644,1.63
85160,1.63
85677,1.64
86193,1.62
86709,1.61
87225,1.61
87741,1.61
88257,1.61
88773,1.62
89289,1.62
89805,1.62
90321,1.62
90838,1.63
91354,1.63
91870,1.62
92386,1.63
92902,1.61
93418,1.61
93934,1.61
94450,1.61
94966,1.61
95482,1.62
95998,1.62
96515,1.61
97032,1.59
97548,1.59
98064,1.6
98580,1.6
99096,1.59
99612,1.59
100128,1.6
100644,1.61
101160,1.6
101677,1.6
102193,1.61
102709,1.59
103225,1.6
103741,1.59
104257,1.6
104773,1.61
105289,1.6
105806,1.6
106322,1.6
106839,1.64
107355,1.63
107871,1.63
108387,1.64
108903,1.64
109419,1.63
109935,1.62
110451,1.6
110967,1.63
111483,1.63
112000,1.65
112516,1.66
113033,1.68
113549,1.69
114065,1.68
114581,1.67
115097,1.67
115613,1.67
116129,1.67
116645,1.65
117161,1.67
117678,1.66
118194,1.65
118710,1.65
119227,1.64
119743,1.66
120259,1.63
120775,1.62
121291,1.64
121807,1.64
122323,1.64
122840,1.64
123356,1.64
123872,1.65
124388,1.66
124904,1.62
125420,1.62
125936,1.62
126452,1.63
126969,1.62
127485,1.62
128002,1.61
128518,1.6
129034,1.61
129550,1.63
130066,1.61
130582,1.62
131098,1.64
131614,1.64
132130,1.64
132647,1.63
133164,1.63
133680,1.63
134196,1.63
134712,1.63
135228,1.62
135744,1.62
136260,1.62
136776,1.62
137292,1.62
137808,1.61
138324,1.62
138842,1.61
139358,1.61
139874,1.61
140390,1.62
140906,1.63
141422,1.62
141938,1.62
142454,1.61
142970,1.6
143488,1.57
144004,1.6
144520,1.59
145036,1.6
145552,1.62
146068,1.62
146584,1.64
147100,1.64
147616,1.63
148132,1.63
148648,1.65
149166,1.63
149682,1.63
150198,1.65
150714,1.64
151230,1.66
151746,1.67
152262,1.65
152778,1.66
153294,1.65
153810,1.65
154327,1.63
154844,1.64
